Chemical Name,Measure Names,Measure Values
Potassium Bicarbonate,Quantity,135426.00
Posaconazole,Quantity,76761.00
Pomalidomide,Quantity,63.00
Polyvinyl Alcohol,Quantity,9505370.00
Polysaccharide-Iron Complex,Quantity,13450.00
Polymyxins,Quantity,228592.00
Polymyxin B Sulphate,Quantity,4.00
Pollen Allergy Preparations,Quantity,82936.00
Polihexanide,Quantity,1010.00
Policosanol,Quantity,1624.00
Podophyllum Resin,Quantity,110.00
Podophyllotoxin,Quantity,40965.00
Pneumococcal,Quantity,620264.00
Plasters,Quantity,57358.00
Plantar Pressure Offloading Device,Quantity,52339.00
Pizotifen Malate,Quantity,26732962.00
Pivmecillinam Hydrochloride,Quantity,1266867.00
Piroxicam,Quantity,72271667.00
Pirfenidone,Quantity,1132.00
Pirenzepine,Quantity,38216.00
Piracetam,Quantity,2146888.00
Pipotiazine Palmitate,Quantity,9034.00
Pipobroman,Quantity,60.00
Piperazine,Quantity,12.00
Piperacillin Sodium/Tazobactam Sodium,Quantity,5576.00
Pioglitazone Hydrochloride,Quantity,34241016.00
Pindolol With Diuretic,Quantity,151.00
Pindolol,Quantity,389797.00
Pimozide,Quantity,171291.00
Pimecrolimus,Quantity,1374330.00
Pilocarpine Nitrate,Quantity,512502.00
Pilocarpine Hydrochloride,Quantity,1846517.00
Phytomenadione,Quantity,297049.00
Physical Debridement Device,Quantity,429312.00
Phosphates (Rectal),Quantity,475540.00
Pholcodine,Quantity,58680542.00
Phenytoin Sodium,Quantity,49857536.00
Phenytoin,Quantity,31059572.00
Phenylephrine Hydrochloride,Quantity,24412.00
Phenylbutazone,Quantity,13314.00
Phentolamine/Aviptadil,Quantity,65.00
Phenprocoumon,Quantity,520.00
Phenoxymethylpenicillin (Penicillin V),Quantity,223978312.00
Phenoxybenzamine Hydrochloride,Quantity,100343.00
Phenothrin,Quantity,1000.00
Phenolphthalein & Rhubarb,Quantity,736.00
Phenol,Quantity,95465.00
Phenobarbital Sod,Quantity,84990.00
Phenobarbital,Quantity,17130099.00
Phenindione,Quantity,175214.00
Phenelzine Sulfate,Quantity,1426420.00
Phased Formulations Of Ethinylestradiol,Quantity,9235686.00
Pethidine Hydrochloride,Quantity,2007154.00
Perphenazine,Quantity,29788.00
Permethrin,Quantity,12571829.00
Perindopril Tosilate/Indapamide,Quantity,8248.00
Perindopril Tosilate,Quantity,31519.00
Perindopril Erbumine with Diuretic,Quantity,2663.00
Perindopril Erbumine,Quantity,179134382.00
Perindopril Arginine with Diuretic,Quantity,3745020.00
Perindopril Arginine,Quantity,2116620.00
Perindopril + Calcium Channel Blocker,Quantity,37326.00
Pericyazine,Quantity,3363345.00
Pergolide Mesilate,Quantity,183707.00
Perampanel,Quantity,687945.00
Peppermint Oil,Quantity,49296113.00
Pentoxifylline,Quantity,1905531.00
Pentosan Polysulfate Sodium,Quantity,50944.00
Pentazocine Lactate,Quantity,56.00
Pentazocine Hydrochloride,Quantity,329382.00
Pentamidine Isetionate,Quantity,36.00
Penicillamine,Quantity,1044717.00
Penciclovir,Quantity,7720.00
Pelvic Toning Devices,Quantity,1750.00
Pegvisomant,Quantity,428.00
Peginterferon Alpha,Quantity,385.00
Pegfilgrastim,Quantity,1.00
Peak Flow Meters,Quantity,219345.00
Pazopanib,Quantity,333.00
Pasireotide,Quantity,60.00
Paroxetine Hydrochloride,Quantity,57803832.00
Paromomycin Sulfate,Quantity,435.00
Paricalcitol,Quantity,23590.00
Parecoxib Sodium,Quantity,120.00
Paraldehyde,Quantity,104998.00
Paraffin Yellow Soft,Quantity,235172.00
Paraffin Soft Yellow,Quantity,2408045.00
Paraffin Soft White,Quantity,11362638.00
Paraffin Hard,Quantity,125193.00
Paracetamol Combined Preparations,Quantity,515812.00
Paracetamol & Phenylephrine HCl,Quantity,689.00
Paracetamol & Ibuprofen,Quantity,17825.00
Paracetamol & Caffeine,Quantity,11060.00
Paracetamol,Quantity,3112471497.00
Papaverine Hydrochloride,Quantity,601.00
Papaveretum,Quantity,30.00
Pantoprazole,Quantity,41615126.00
Pancreatin,Quantity,103195827.00
Pamidronate Disodium,Quantity,25.00
Palonosetron Hydrochloride,Quantity,2.00
Palivizumab,Quantity,94.00
Paliperidone,Quantity,41142.00
Padimate O,Quantity,1350.00
Oxytocin,Quantity,11.00
Oxytetracycline,Quantity,58386554.00
Oxymetholone,Quantity,150.00
Oxymetazoline Hydrochloride,Quantity,62.00
Oxycodone Hydrochloride,Quantity,138622104.00
Oxycodone HCl/Naloxone HCl,Quantity,4099956.00
Oxybutynin Hydrochloride,Quantity,10160.00
Oxybutynin,Quantity,90880152.00
Oxybuprocaine Hydrochloride,Quantity,5955.00
Oxprenolol Hydrochloride,Quantity,501799.00
Oxitriptan,Quantity,14820.00
Oxcarbazepine,Quantity,9166101.00
Oxazepam,Quantity,5269443.00
Oxandrolone,Quantity,3158.00
Other Zinc Preps,Quantity,44598.00
Other X-Ray Contrast Media Preps,Quantity,51600.00
Other Vitamin Formulation Preps,Quantity,472.00
Other Vitamin E Preps 0906050,Quantity,85448.00
Other Vitamin D Preps,Quantity,267.00
Other Vitamin C & Bioflavonoid Preps,Quantity,4557.00
Other Vitamin C (Ascorbic Acid) Preps,Quantity,36985.00
Other Vitamin B Preps,Quantity,442833.00
Other Vitamin B Compound Preps,Quantity,153736.00
Other Vitamin A Preps 0906011,Quantity,32384.00
Other Vehicle & Emulsifying Agent Preps,Quantity,3265.00
Other Urological Pain Preps,Quantity,377897.00
Other Treatment of Dry Mouth Preps,Quantity,8329295.00
Other Topical Nasal Decongestant Preps,Quantity,8962.00
Other Topical Circulatory Preps,Quantity,90.00
Other Top Anaesthetic&Antipruritic Preps,Quantity,400.00
Other Toiletry Preps,Quantity,122837326.00
Other Tincture Preps,Quantity,7695.00
Other Test For Helicobacter Pylori Preps,Quantity,14135.00
Other Syrup Preps,Quantity,16500.00
Other Sunscreening Preps,Quantity,19664250.00
Other Stimulant Laxative Preps,Quantity,87706.00
Other Soothing Haemorrhoidal Preps,Quantity,191121.00
Other Single Substance Preps,Quantity,2228598.00
Other Shampoo & Scalp Preps,Quantity,26871.00
Other Selenium Preps,Quantity,193361.00
Other Rubefacient&Top AntirheumaticPreps,Quantity,2369.00
Other Riboflavine (B2) Preps,Quantity,188545.00
Other Pyridoxine Hydrochloride(B6)Preps,Quantity,15979.00
Other Purified Water Preps,Quantity,68452526.00
Other Psoriasis Preps,Quantity,1843985.00
Other Preparations For Biliary Disorders,Quantity,7830.00
Other Preparations,Quantity,927190.00
Other Phosphate Supplement Preps,Quantity,1350319.00
Other Parasiticidal Preps,Quantity,6300.00
Other Pantothenic Acid Preps,Quantity,3736.00
Other Pancreatin Preps,Quantity,6000.00
Other Otitis Externa Preps,Quantity,425.00
Other Oral Ulceration&Inflammation Preps,Quantity,332.00
Other Oral Iron Preps,Quantity,967685.00
Other Oil Preps,Quantity,2538164.00
Other Non-Opioid Analgesic Preps,Quantity,683.00
Other Nicotinamide (B7) Preps,Quantity,59361.00
Other Neuromus'ar Transmi'on Preps,Quantity,13213.00
Other Nasal Infection Preps,Quantity,29.00
Other Multivitamin Preps,Quantity,28398318.00
Other Mouth Wash Gargle&Dentifrice Preps,Quantity,612548.00
Other Miscellaneous Topical Preps,Quantity,44700.00
Other Minor Cut & Abrasion Preps,Quantity,37781.00
Other Mineral Formulation Preps,Quantity,2752.00
Other Male Sex Hormone&Antagonist Preps,Quantity,6000.00
Other Magnesium Preps,Quantity,347925.00
Other Lozenge & Spray Preps,Quantity,1276.00
Other Lipid-Regulating Preps,Quantity,120.00
Other Kelp Preps,Quantity,704.00
Other Intravenous Nutrition Preps,Quantity,24.00
Other Individually Form Bought In Preps,Quantity,31409714.00
Other Individ Form Prepared Extemp Preps,Quantity,1488.00
Other Hypnotic Preps,Quantity,29016.00
Other Household & Over The Counter Preps,Quantity,2140.00
Other Homeopathic Preps,Quantity,718432.00
Other HIV Infection Preps,Quantity,4886.00
Other Health Supplement Preps,Quantity,4554041.00
Other Glandular Preps,Quantity,13100.00
Other Gas Preps,Quantity,8.00
Other Food Preps,Quantity,660045775.00
Other Food For Special Diet Preps,Quantity,3246206437.00
Other Eye Tear/Lubricant/AstringentPreps,Quantity,4777876.00
Other Extract Preps,Quantity,1700.00
Other Expectorant& Demulcent Cough Preps,Quantity,51728.00
Other Erectile Dysfunction Preps,Quantity,545.00
Other Enzyme Preps 0911020,Quantity,1747344.00
Other Emollient Preps,Quantity,4574823397.00
Other Eczema Preps,Quantity,365770.00
Other Dusting Powder Preps,Quantity,378800.00
Other Disinfect Preserv&SterilisingPreps,Quantity,10411.00
Other Digestive Aid Preps,Quantity,1372056.00
Other Cordial/Soft Drink Preps,Quantity,21013478.00
Other Concentrated Water Preps,Quantity,778213.00
Other Comp Vit/Mineral Formulation Preps,Quantity,17079756.00
Other Colour  Flavour & Sweetening Preps,Quantity,4800.00
Other Chromium Preps,Quantity,1504.00
Other Camouflage Preps,Quantity,2007253.00
Other Calcium Supplement Preps,Quantity,2932822.00
Other Bitter & Tonic Preps,Quantity,300.00
Other Bisphosphonate & Other Preps,Quantity,5321.00
Other Base/Dil/SuspAgent/StabiliserPreps,Quantity,482394440.00
Other Barrier Preps,Quantity,4079862.00
Other Aural Preparations,Quantity,240.00
Other Aromatic Inhalation Preps,Quantity,4016.00
Other Appliances,Quantity,802045672.00
Other Antiviral Preps,Quantity,2219.00
Other Antiperspirant Preps,Quantity,9300.00
Other Anti-Inflammatory Preps,Quantity,53070.00
Other Amino Acid&Nutritional Agent Preps,Quantity,1477000.00
Other Alcohol  Wine & Spirit Preps,Quantity,3050.00
Other Alcohol & Saline Preps,Quantity,6500.00
Other Acid Preps,Quantity,1386.00
Oseltamivir Phosphate,Quantity,110855.00
Orphenadrine Hydrochloride,Quantity,3534341.00
Orlistat,Quantity,43447411.00
Orciprenaline Sulfate,Quantity,400.00
Oral Rehydration Salts,Quantity,7461414.00
Oral Film Forming Agents,Quantity,1232142.00
Opium & Morphine,Quantity,1763131.00
Ondansetron Hydrochloride,Quantity,6360181.00
Omeprazole,Quantity,1149743863.00
Omega-3-Acid Ethyl Esters,Quantity,14874184.00
Omega-3 Marine Triglycerides,Quantity,22720.00
Omalizumab,Quantity,109.00
Olsalazine Sodium,Quantity,1952576.00
Olopatadine,Quantity,895365.00
Olodaterol,Quantity,983.00
Olmesartan Medoxomil/Hydrochlorothiazide,Quantity,818935.00
Olmesartan Medoxomil/Amlodipine,Quantity,656753.00
Olmesartan Medoxomil,Quantity,18220241.00
Olmesartan Medox/Amlodipine/Hydchloroth,Quantity,208320.00
Olanzapine Embonate,Quantity,200.00
Olanzapine,Quantity,53671052.00
Oils For The Ear,Quantity,649273.00
Ofloxacin,Quantity,851632.00
Oestrogens Conjugated with Progestogen,Quantity,23242901.00
Oestrogens Conjugated,Quantity,19040228.00
Octreotide Acetate,Quantity,159340.00
Nystatin,Quantity,24461423.00
Nortriptyline,Quantity,37115698.00
Normal Immunoglobulin (Gamma Globulin),Quantity,385.00
Norfloxacin,Quantity,2681.00
Norethisterone Enantate,Quantity,425.00
Norethisterone,Quantity,78626432.00
Nonoxinol 9,Quantity,297411.00
Nizatidine,Quantity,1819641.00
Nitrous Oxide,Quantity,273.00
Nitrofurantoin,Quantity,56023711.00
Nitrazepam,Quantity,21034494.00
Nitisinone,Quantity,2293.00
Nitazoxanide,Quantity,246.00
Nintedanib,Quantity,120.00
Nimodipine,Quantity,88234.00
Nilotinib,Quantity,898.00
Night Drainage Bags,Quantity,21187792.00
Nifedipine,Quantity,107500305.00
Nicotinic Acid/Laropiprant,Quantity,644.00
Nicotinic Acid Derivatives,Quantity,397096.00
Nicotinic Acid,Quantity,3076.00
Nicotine Bitartrate,Quantity,1171902.00
Nicotine,Quantity,26916063.00
Nicotinates,Quantity,1312413.00
Nicotinamide,Quantity,408063.00
Nicorandil,Quantity,111900466.00
Nicardipine Hydrochloride,Quantity,2457266.00
Nevirapine,Quantity,628.00
Nepafenac,Quantity,57140.00
Neostigmine Metilsulfate,Quantity,81.00
Neostigmine Bromide,Quantity,125523.00
Neomycin Sulfate,Quantity,6951146.00
Nefopam Hydrochloride,Quantity,42441490.00
Nefazodone Hydrochloride,Quantity,17268.00
Nedocromil Sodium,Quantity,1162517.00
Nebivolol,Quantity,18278873.00
Nateglinide,Quantity,1174816.00
Nasal Products,Quantity,635909.00
Naratriptan Hydrochloride,Quantity,1634221.00
Naproxen Sodium,Quantity,300.00
Naproxen,Quantity,413141779.00
Naphazoline Hydrochloride,Quantity,21410.00
Nandrolone Decanoate,Quantity,488.00
Naltrexone Hydrochloride,Quantity,460191.00
Naloxone Hydrochloride,Quantity,1347.00
Naloxegol,Quantity,2341.00
Nalmefene,Quantity,81437.00
Nalidixic Acid,Quantity,600.00
Naftidrofuryl Oxalate,Quantity,9557879.00
Nafarelin Acetate,Quantity,1007.00
Nadolol,Quantity,787042.00
Nabumetone,Quantity,3024818.00
Nabilone,Quantity,90671.00
Mycophenolate Sod,Quantity,1156154.00
Mycophenolate Mofetil,Quantity,17763698.00
Mupirocin,Quantity,2252259.00
Moxonidine,Quantity,20024077.00
Moxisylyte Hydrochloride,Quantity,7760.00
Moxisylyte Hydorchloride,Quantity,246503.00
Moxifloxacin,Quantity,93062.00
Morphine Tartrate & Cyclizine Tartrate,Quantity,22121.00
Morphine Sulfate,Quantity,705144890.00
Morphine Hydrochloride,Quantity,6352.00
Montelukast,Quantity,70529633.00
Monobasic Potassium Phosphate,Quantity,24590.00
Mometasone Furoate,Quantity,52678978.00
Moexipril Hydrochloride,Quantity,16446.00
Modafinil,Quantity,4939500.00
Moclobemide,Quantity,1145117.00
Mizolastine,Quantity,1273131.00
Mitoxantrone,Quantity,1.00
Mitotane,Quantity,2403.00
Misoprostol (Gynae),Quantity,358.00
Misoprostol,Quantity,604531.00
Mirtazapine,Quantity,162548686.00
Mirabegron,Quantity,14812435.00
Minoxidil,Quantity,1400127.00
Minocycline Hydrochloride,Quantity,2667139.00
Milrinone Lactate,Quantity,10.00
Midodrine Hydrochloride,Quantity,2160861.00
Midazolam Maleate,Quantity,176000.00
Midazolam Hydrochloride,Quantity,1698938.00
Micro-Enema - Sodium Citrate,Quantity,30769.00
Miconazole Nitrate,Quantity,17276059.00
Miconazole,Quantity,7253756.00
Micafungin,Quantity,53.00
Mianserin Hydrochloride,Quantity,213216.00
Mexiletine Hydrochloride,Quantity,283479.00
Metyrapone,Quantity,217229.00
Metronidazole,Quantity,28481782.00
Metoprolol Tartrate With Diuretic,Quantity,56.00
Metoprolol Tartrate,Quantity,33788935.00
Metolazone,Quantity,244143.00
Metoclopramide Hydrochloride,Quantity,64254029.00
Methysergide,Quantity,60.00
Methylprednisolone Sodium Succinate,Quantity,736.00
Methylprednisolone Acetate,Quantity,730474.00
Methylprednisolone,Quantity,217992.00
Methylphenidate Hydrochloride,Quantity,36171579.00
Methylnaltrexone Bromide,Quantity,861.00
Methyldopa,Quantity,6918487.00
Methylcellulose,Quantity,3899353.00
Methyl-5-Aminolevulinate,Quantity,6.00
Methyl Salicylate,Quantity,2521113.00
Methoxy Polyethylene Glycol-Epoetin Beta,Quantity,341.00
Methoxsalen,Quantity,328.00
Methotrexate,Quantity,48659852.00
Methocarbamol,Quantity,14246665.00
Methenamine Hippurate,Quantity,1781207.00
Methadone Hydrochloride,Quantity,1063841812.00
Metformin Hydrochloride/Vildagliptin,Quantity,4650237.00
Metformin Hydrochloride/Sitagliptin,Quantity,8904375.00
Metformin Hydrochloride/Rosiglitazone,Quantity,294.00
Metformin Hydrochloride/Pioglitazone,Quantity,4753539.00
Metformin Hydrochloride,Quantity,1827914056.00
Mesterolone,Quantity,155154.00
Mesna,Quantity,713.00
Mesalazine (Systemic),Quantity,178283917.00
Meropenem,Quantity,15775.00
Mercaptopurine,Quantity,2790168.00
Mercaptamine Hydrochloride,Quantity,14820.00
Mercaptamine,Quantity,193780.00
Mepyramine Maleate,Quantity,90830.00
Meptazinol Hydrochloride,Quantity,5751267.00
Meprobamate,Quantity,182489.00
Mepivacaine Hydrochloride,Quantity,6032.00
Mepenzolate Bromide,Quantity,100.00
Mepacrine Hydrochloride,Quantity,100492.00
Menthol,Quantity,29436000.00
Menotrophin,Quantity,5475.00
Meningococcal A + C + W135 + Y Vaccine,Quantity,102305.00
Menadiol Sodium Phosphate,Quantity,615681.00
Memantine Hydrochloride,Quantity,18674868.00
Melphalan,Quantity,100.00
Melperone Hydrochloride,Quantity,540.00
Meloxicam,Quantity,22773244.00
Melatonin,Quantity,37089239.00
Megestrol Acetate,Quantity,316997.00
Mefloquine Hydrochloride,Quantity,178446.00
Mefenamic Acid,Quantity,18144910.00
Medroxyprogesterone Acetate,Quantity,5357550.00
Medicated Stockings,Quantity,226265.00
Mecysteine Hydrochloride,Quantity,2040.00
Mecobalamin,Quantity,50.00
Meclozine Hydrochloride,Quantity,810.00
Mecasermin,Quantity,12.00
Mebeverine Hydrochloride,Quantity,165068239.00
Mebeverine HCl Compound Preparations,Quantity,5487370.00
Mebendazole,Quantity,3726741.00
Measles. Mumps & Rubella Vaccine,Quantity,1155.00
Maraviroc,Quantity,1228.00
Mannitol,Quantity,11480.00
Mandelic Acid,Quantity,40.00
Maltodextrin,Quantity,16003880.00
Malic Acid,Quantity,2900.00
Malathion,Quantity,7052840.00
Magnesium Trisilicate,Quantity,7044336.00
Magnesium Sulphate,Quantity,714.00
Magnesium Sulfate,Quantity,1531598.00
Magnesium Oxide,Quantity,521155.00
Magnesium Orotate,Quantity,7500.00
Magnesium Lactate,Quantity,87275.00
Magnesium Hydroxide,Quantity,33396595.00
Magnesium Glycerophosphate,Quantity,6099961.00
Magnesium Citrate,Quantity,100665.00
Magnesium Carbonate,Quantity,47598.00
Magnesium Aspartate,Quantity,584507.00
Macrogol 4000,Quantity,131612.00
Macrogol 3350,Quantity,281598634.00
Macitentan,Quantity,61.00
Lymphoedema Garments,Quantity,621373.00
Lymecycline,Quantity,52477962.00
Lutropin Alfa,Quantity,5.00
Lurasidone,Quantity,45755.00
Lubricant Gels,Quantity,16537176.00
Lubiprostone,Quantity,145651.00
Loxapine Succinate,Quantity,60.00
Low Protein Snacks,Quantity,23940.00
Low Protein Pasta,Quantity,8273758.00
Low Protein Mixes,Quantity,23912455.00
Low Protein Miscellaneous,Quantity,171120.00
Low Protein Meals,Quantity,1068998.00
Low Protein Grains/Flours,Quantity,1244500.00
Low Protein Desserts,Quantity,803797.00
Low Protein Cooking Aids,Quantity,436000.00
Low Protein Cereals,Quantity,1812375.00
Low Protein Cakes,Quantity,997120.00
Low Protein Bread,Quantity,11371438.00
Low Protein Biscuits,Quantity,3340896.00
Low Friction Products,Quantity,104008.00
Loteprednol Etabonate,Quantity,206080.00
Losartan Potassium With Diuretic,Quantity,10258112.00
Losartan Potassium,Quantity,304678405.00
Lormetazepam,Quantity,946809.00
Lorazepam,Quantity,34010145.00
Loratadine,Quantity,105961677.00
Loprazolam Mesilate,Quantity,1605908.00
Lopinavir & Ritonavir,Quantity,816.00
Loperamide Hydrochloride & Simeticone,Quantity,183937.00
Loperamide Hydrochloride,Quantity,142354992.00
Lofexidine Hydrochloride,Quantity,107393.00
Lofepramine Hydrochloride,Quantity,14585070.00
Lodoxamide Trometamol,Quantity,314350.00
Lixisenatide,Quantity,196628.00
Lithium Citrate,Quantity,3160226.00
Lithium Carbonate,Quantity,34501383.00
Lisinopril with Diuretic,Quantity,8527957.00
Lisinopril,Quantity,362560613.00
Lisdexamfetamine Dimesylate,Quantity,991939.00
Liraglutide,Quantity,1150343.00
Liquorice,Quantity,90.00
Liquid Paraffin,Quantity,577566601.00
Liquefied Phenol,Quantity,3647.00
Liothyronine Sodium,Quantity,4160004.00
Lints,Quantity,561600.00
Linezolid,Quantity,28733.00
Linagliptin/Metformin,Quantity,1897237.00
Linagliptin,Quantity,23195457.00
Linaclotide,Quantity,827820.00
Light Liquid Paraffin,Quantity,311203055.00
Lidocaine Hydrochloride,Quantity,20059403.00
Lidocaine & Tetracaine,Quantity,1245.00
Lidocaine,Quantity,1105841.00
Levothyroxine Sodium & Liothyronine,Quantity,534533.00
Levothyroxine Sodium,Quantity,1141042056.00
Levonorgestrel,Quantity,4915493.00
Levomepromazine Maleate,Quantity,1748889.00
Levomepromazine Hydrochloride,Quantity,559867.00
Levofloxacin,Quantity,382882.00
Levodopa/Carbidopa/Entacapone,Quantity,17133400.00
Levodopa,Quantity,105.00
Levocetirizine,Quantity,5630631.00
Levocarnitine,Quantity,689273.00
Levobupivacaine Hydrochloride,Quantity,1980.00
Levobunolol Hydrochloride,Quantity,1047968.00
Levetiracetam,Quantity,145279227.00
Levamisole Hydrochloride,Quantity,20287.00
Leuprorelin Acetate,Quantity,183101.00
Letrozole,Quantity,19296798.00
Lercanidipine Hydrochloride,Quantity,72440163.00
Lenograstim,Quantity,1070.00
Lenalidomide,Quantity,196.00
Leg Ulcer Wrap,Quantity,16.00
Leg Bags,Quantity,7323510.00
Leflunomide,Quantity,6222886.00
Latanoprost & Timolol,Quantity,1159415.00
Latanoprost,Quantity,12608425.00
Lanthanum Carbonate,Quantity,1554194.00
Lansoprazole,Quantity,756022707.00
Lanreotide,Quantity,8195.00
Lamotrigine,Quantity,131365572.00
Lamivudine & Zidovudine,Quantity,1252.00
Lamivudine,Quantity,175743.00
Lactulose,Quantity,1838611639.00
Lactic Acid,Quantity,12100.00
Lacosamide,Quantity,7932543.00
Lacidipine,Quantity,19976410.00
Labetalol Hydrochloride,Quantity,9955555.00
Ketotifen Fumarate,Quantity,1487907.00
Ketorolac Trometamol,Quantity,332243.00
Ketoprofen,Quantity,28265314.00
Ketone Blood Testing Reagents,Quantity,2455046.00
Ketoconazole,Quantity,107803957.00
Ketanserin,Quantity,252.00
Ketamine Hydrochloride,Quantity,624834.00
Ketamine,Quantity,2149.00
Kaolin Light,Quantity,732667.00
Kaolin Heavy,Quantity,6608.00
Jaw Rehabilitation Device,Quantity,4298.00
Japanese Encephalitis Vaccine,Quantity,360.00
Ivermectin,Quantity,41163.00
Ivabradine,Quantity,17058201.00
Itraconazole,Quantity,6457900.00
Isradipine,Quantity,166328.00
Ispaghula Husk,Quantity,73334954.00
Isotretinoin,Quantity,3124612.00
Isosorbide Mononitrate,Quantity,167324700.00
Isosorbide Dinitrate,Quantity,5254726.00
Isopropyl Alcohol,Quantity,113701.00
Isophane Insulin,Quantity,3764421.00
Isoniazid,Quantity,882302.00
Isometheptene Mucate,Quantity,107719.00
Isocarboxazid,Quantity,132835.00
Irrigation Washout Appliances,Quantity,511051.00
Irrigation Solutions,Quantity,10262002.00
Iron Sucrose,Quantity,648.00
Iron Dextran,Quantity,5562.00
Iron Carboxymaltose,Quantity,115.00
Iron & Folic Acid,Quantity,2787241.00
Irbesartan with Diuretic,Quantity,5852482.00
Irbesartan,Quantity,72550541.00
Ipratropium Bromide,Quantity,12564788.00
Ipecacuanha,Quantity,2000.00
Iodine Compounds,Quantity,1869370.00
Iodine,Quantity,4750.00
Intravenous Nutrition Supplements,Quantity,673.00
Interferon Gamma,Quantity,1.00
Interferon Beta,Quantity,327.00
Interferon Alpha,Quantity,1205.00
Insulin Zinc Suspension,Quantity,1478.00
Insulin Lispro,Quantity,3043086.00
Insulin Human,Quantity,1206.00
Insulin Glulisine,Quantity,518683.00
Insulin Glargine,Quantity,9339896.00
Insulin Detemir,Quantity,5208009.00
Insulin Degludec,Quantity,221171.00
Insulin Aspart,Quantity,12216264.00
Insert For Female Stress Incont,Quantity,4208.00
Ins Degludec/Liraglutide,Quantity,6910.00
INR Blood Testing Reagents,Quantity,917255.00
Inosine Pranobex,Quantity,32389.00
Inhalation Solutions,Quantity,2120981.00
Ingenol Mebutate,Quantity,19280.00
Influenza H1N1(Split viron inact adjuv),Quantity,4.00
Influenza,Quantity,10536896.00
Indwelling Pleural Cath Drain System,Quantity,38660.00
Indoramin,Quantity,4777266.00
Indometacin,Quantity,12448995.00
Indapamide,Quantity,138407343.00
Indacaterol/Glycopyrronium,Quantity,220482.00
Indacaterol Maleate,Quantity,1666140.00
Incontinence Sheaths,Quantity,6942793.00
Incontinence Sheath Fixing Strips & Adh,Quantity,396772.00
Incontinence Belts,Quantity,23.00
Imiquimod,Quantity,428936.00
Imipramine Hydrochloride,Quantity,13051521.00
Imipenem With Cilastatin,Quantity,20.00
Imidapril Hydrochloride,Quantity,528147.00
Imatinib Mesilate,Quantity,4356.00
Ileostomy Sets,Quantity,6.00
Ileostomy Bags,Quantity,19611105.00
Idebenone,Quantity,9690.00
Ichthammol,Quantity,26545.00
Icatibant Acetate,Quantity,2.00
Ibuprofen/Pseudoephed HCl,Quantity,100.00
Ibuprofen Sodium Dihydrate,Quantity,5014.00
Ibuprofen Lysine,Quantity,122126.00
Ibuprofen,Quantity,672023139.00
Ibrutinib,Quantity,30.00
Ibandronic Acid,Quantity,715497.00
Hypromellose,Quantity,34475879.00
Hyoscine Hydrobromide,Quantity,3570736.00
Hyoscine Butylbromide,Quantity,106744338.00
Hyoscine,Quantity,1194055.00
Hyetellose,Quantity,2141156.00
Hydroxyzine Hydrochloride,Quantity,35445208.00
Hydroxyprogesterone Caproate,Quantity,10.00
Hydroxychloroquine Sulfate,Quantity,53639962.00
Hydroxycarbamide,Quantity,5414893.00
Hydroxocobalamin,Quantity,3237475.00
Hydromorphone Hydrochloride,Quantity,685553.00
Hydrogen Peroxide,Quantity,1886135.00
Hydrocortisone Sodium Succinate,Quantity,27051.00
Hydrocortisone Sodium Phosphate,Quantity,20330.00
Hydrocortisone Butyrate,Quantity,6646520.00
Hydrocortisone Acetate,Quantity,21307432.00
Hydrocortisone (Sodium Succinate),Quantity,2131884.00
Hydrocortisone,Quantity,220878851.00
Hydrochlorothiazide,Quantity,67911.00
Hydralazine Hydrochloride,Quantity,8132651.00
Hyaluronidase,Quantity,1550.00
Hyaluronic Acid Sodium,Quantity,444.00
Human Papillomavirus (Type 16 18),Quantity,106.00
Human Papillomavirus (Type 6 11 16 18),Quantity,1337.00
Homatropine Hydrobromide,Quantity,100.00
Histrelin Acetate,Quantity,1.00
Hexylresorcinol & Benzalkonium Chloride,Quantity,1072.00
Hexylresorcinol,Quantity,18060.00
Hexetidine,Quantity,754461.00
Hexachlorophene,Quantity,30.00
Hernia Support Garments,Quantity,626.00
Hepatitis B Immunoglobulin,Quantity,1.00
Hepatitis B,Quantity,287967.00
Hepatitis A/Typhoid Vaccine,Quantity,239767.00
Hepatitis A/Hepatitis B,Quantity,208751.00
Hepatitis A,Quantity,574767.00
Heparinoid,Quantity,98772936.00
Heparin Sodium,Quantity,12321.00
Heparin Flushes,Quantity,155517.00
Heparin Calcium,Quantity,2131.00
Helicobacter Pylori Eradication Therapy,Quantity,1.00
Hamamelis,Quantity,11782.00
Hamamalis,Quantity,2270.00
Haloperidol Decanoate,Quantity,28326.00
Haloperidol,Quantity,14406083.00
Halibut Liver Oil,Quantity,252.00
Haemophilus Influenzae B/Meningococcal C,Quantity,641.00
Haemoph Influenzae/Dip Tet Pert Polio,Quantity,18.00
Guaifenesin,Quantity,668963.00
Griseofulvin,Quantity,736806.00
Gripe Mixtures,Quantity,41405.00
Granisetron Hydrochloride,Quantity,21013.00
Granisetron,Quantity,955.00
Goserelin Acetate,Quantity,234497.00
Golimumab,Quantity,272.00
Glycopyrronium Bromide,Quantity,7826913.00
Glyceryl Trinitrate,Quantity,14496799.00
Glycerol,Quantity,4997642.00
Gluten Free/Wheat Free/Low Protein Pasta,Quantity,98500.00
Gluten Free/Wheat Free/Low Protein Mixes,Quantity,154240.00
Gluten Free/Wheat Free/Low Protein Bisc,Quantity,158250.00
Gluten Free/Wheat Free Pasta,Quantity,180268464.00
